#TEXT,TEXT,TEXT
id,chinese,english
langren3hide_lcuff,猜猜我在哪,Find me
langren3hide_rcuff,猜猜我在哪,Find me
piying5hide_lbody,猜猜我在哪,Find me
piying5hide_rbody,猜猜我在哪,Find me
piying5hide_head,猜猜我在哪,Find me
huapo2hide_flower,猜猜我在哪,Find me
xiaochou3hide_weapon,猜猜我在哪,Find me
zouyincao2hide_trumpet,猜猜我在哪,Find me
wushi4hide_horn,我的角很脆弱,My horn is where I become fragile.
wushi4hide_ball,龙珠将给我带来攻击加成,Magic ball gives me ATK power!
xiyiren2hide_hand,我的手很脆弱,Hands are very delicate.
xiyiren2hide_claw,爪子能保护好我,Claws are good protectors.
panshen2hide_eye,想找到的我的弱点，没那么容易！,My weakness is not easy to find
shuigui3hide_box,宝箱，宝箱，快把他晕住！,This magical box can stun you!
shuigui3hide_rfoot,我的骨头很脆弱,My skeleton is weak.
shuigui3hide_bird,乌鸦守护着我,Crows gives me protections.
kairuisi5hide_head,我的弱点很普通,My weakness is very common
kairuisi5hide_weapon,你想知道我是怎么提高攻击的么？,You know how I increase my ATK?
longgongtongzi3hide_head,我的弱点很普通,My weakness is very common
longgongtongzi3hide_ball,龙宫至宝,My treasure.
hetong2hide_head,我的弱点很普通,My weakness is very common
hetong2hide_scarf,我每天都会戴它,I wear this everyday!
xiaochou4normal1_body,本体,Default
xiaochou4normal1_head,弱点,Weakness
mantuoluo2normal1_body,本体,Default
mantuoluo2normal1_root,强力恢复生命值,Massive Recovery
langren3normal1_body,本体,Default
langren3normal1_lcuff,提高防御,Increase Defense
langren3normal1_rcuff,提高防御,Increase Defense
piying5normal1_body,本体,Default
piying5normal1_lbody,压制敌方力量,Decrease Enemy's Strength
piying5normal1_rbody,压制敌方智力,Decrease Enemy's Intelligence
piying5normal1_head,弱点,Weakness
huapo2normal1_body,本体,Default
huapo2normal1_flower,提高大招连击次数,Increase Number of Strikes per turn
xiaochou3normal1_body,本体,Default
xiaochou3normal1_weapon,提高智力,Increase Intelligence
zouyincao2normal1_body,本体,Default
zouyincao2normal1_trumpet,提高智力,Increase Intelligence
wushi4normal1_body,本体,Default
wushi4normal1_horn,我的角很脆弱,My horn is where I become fragile.
wushi4normal1_ball,龙珠将给我带来攻击加成,Magic ball gives me ATK power!
xiyiren2normal1_body,本体,Default
xiyiren2normal1_hand,我的手很脆弱,Hands are very delicate.
xiyiren2normal1_claw,爪子能保护好我,Claws are good protectors.
panshen2normal1_body,本体,Default
panshen2normal1_eye,被你发现了，玫瑰是我的弱点,Rose are my real weaknesses.
shuigui3normal1_body,本体,Default
shuigui3normal1_box,宝箱，宝箱，快把他晕住！,This magical box can stun you!
shuigui3normal1_rfoot,我的骨头很脆弱,My skeleton is weak.
shuigui3normal1_bird,乌鸦守护着我,Crows gives me protections.
kairuisi5normal1_body,本体,Default
kairuisi5normal1_head,被你发现了，头是我的弱点,My head is my weakness.
kairuisi5normal1_weapon,镰刀请助我一臂之力,This Scythe is very powerful!
longgongtongzi3normal1_body,本体,Default
longgongtongzi3normal1_head,被你发现了，头是我的弱点,My head is my weakness.
longgongtongzi3normal1_ball,隐藏着重生的秘密,You know how I revives myself?
hetong2normal1_body,本体,Default
hetong2normal1_head,被你发现了，头顶是我的弱点,My bald head is my weakness
hetong2normal1_scarf,敢碰它，你死定了！,I will be really angry if you touch my bowtie.
bigTaskname201,小巷探秘,Alley Quest
bigTaskname202,小巷寻宝,Lane Digging Treasure
bigTaskname301,森林探秘,Forest Explore
bigTaskname302,森林寻宝,Forest Treasure
bigTaskname401,火山探秘,Volcano Explore
bigTaskname402,火山寻宝,Volcano Treasure
bigTaskdesc1,（主产宠物碎片）,(Drops Monster Fragments)
bigTaskdesc2,（主产宝石）,(Drops Gems)
name_40005_bigTaskleader201,队长礼包,Team Leader Gift
name_40006_bigTaskleader301,队长礼包,Team Leader Gift
name_40007_bigTaskleader401,队长礼包,Team Leader Gift
name_40008_bigTaskleader202,队长礼包,Team Leader Gift
name_40009_bigTaskleader302,队长礼包,Team Leader Gift
name_40010_bigTaskleader402,队长礼包,Team Leader Gift
tips_40005_bigTaskleader201,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
tips_40006_bigTaskleader301,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
tips_40007_bigTaskleader401,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
tips_40008_bigTaskleader202,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
tips_40009_bigTaskleader302,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
tips_40010_bigTaskleader402,这是神奇的队长礼包，能开出好东西,"This is a fantastic captain package, can open the good stuff"
smallTarget10001,提交1000金币,Retrieve 1000 Coins
smallTarget10002,提交2000金币,Retrieve 2000 Coins
smallTarget10003,提交3000金币,Retrieve 3000 Coins
smallTarget10004,提交4000金币,Retrieve 4000 Coins
smallTarget10005,提交5000金币,Retrieve 5000 Coins
smallTarget10006,提交6000金币,Retrieve 6000 Coins
smallTarget10007,提交7000金币,Retrieve 7000 Coins
smallTarget10008,提交8000金币,Retrieve 8000 Coins
smallTarget10009,提交9000金币,Retrieve 9000 Coins
smallTarget10010,提交9500金币,Retrieve 9500 Coins
smallTarget10011,提交8500金币,Retrieve 8500 Coins
smallTarget20001,提交5个初级装备强化石,Retrieve 5 of basic upgrade stone
smallTarget20002,提交5个初级装备强化石,Retrieve 5 of basic upgrade stone
smallTarget20003,提交5个中级装备强化石,Retrieve 5 of standard  upgrade stone
smallTarget20004,提交5个高级装备强化石,Retrieve 5 of superior  upgrade stone
smallTarget20005,提交5个装备进阶石,Retrieve 5 of Advanced stone
smallTarget20006,提交5个装备进阶卷轴,Retrieve 5 of Advanced scroll
smallTarget20007,提交5个宝石开孔石,Retrieve 5 of Gem Socketing Chisel
smallTarget20008,提交5个进阶卷轴碎片,Retrieve 5 of Advanced scroll chip
smallTarget20009,提交5个木质宝箱钥匙,Retrieve 5 of Wood Key
smallTarget20010,提交5个铁质宝箱钥匙,Retrieve 5 of Iron Key
smallTarget20011,提交5个白银宝箱钥匙,Retrieve 5 of Silver Key
smallTarget30001,成功通关副本,Clear Stage
smallTarget30002,成功通关副本,Clear Stage
smallTarget30003,成功通关副本,Clear Stage
smallTarget30004,成功通关副本,Clear Stage
smallTarget30005,成功通关副本,Clear Stage
wpName71,树干,Trunk
wpName72,精灵,spirit
wpName73,左侧树洞,Left Hollow
wpName74,精灵,spirit
wpName75,中间树洞,Intermediate Hollow
wpName76,精灵,spirit
wpName77,右侧树洞,Right Hollow
muling2hide_hole1,精灵也许就藏这！,A spirit is hiding here!
muling2hide_hole2,精灵也许就藏这！,A spirit is hiding here!
muling2hide_hole3,精灵也许就藏这！,A spirit is hiding here!
muling2normal1_body,一定有别的方法摧毁它,Default
muling2normal1_child1,原来木霊只是被精灵控制了,This Kodama is controlled by spirits.
muling2normal1_hole1,精灵也许就藏这！,A spirit is hiding here!
muling2normal1_child2,原来木霊只是被精灵控制了,This Kodama is controlled by spirits.
muling2normal1_hole2,精灵也许就藏这！,A spirit is hiding here!
muling2normal1_child3,原来木霊只是被精灵控制了,This Kodama is controlled by spirits.
muling2normal1_hole3,精灵也许就藏这！,A spirit is hiding here!
adventure_conditions1,{0}只光属性宠物,{0} light type monsters
adventure_conditions2,{0}只木属性宠物,{0} grass type monsters
adventure_conditions3,{0}只水属性宠物,{0} water type monsters
adventure_conditions4,{0}只火属性宠物,{0} fire type monsters
adventure_conditions5,{0}只暗属性宠物,{0} dark type monsters
adventure_conditions6,{0}只动物类宠物,{0} animal type monsters
adventure_conditions7,{0}只人物类宠物,{0} human type monsters
adventure_conditions8,{0}只特异类宠物,{0} peculiar type monsters
adventure_conditions9,{0}只植物类宠物,{0} plant type monsters
adventure_conditions10,{0}只神类宠物,{0} deity type monsters
adventure_conditions11,{0}只光属性动物类宠物,{0} light type animal monsters
adventure_conditions12,{0}只光属性人物类宠物,{0} light type human monsters
adventure_conditions13,{0}只光属性特异类宠物,{0} light type peculiar monsters
adventure_conditions14,{0}只光属性植物类宠物,{0} light type plant monsters
adventure_conditions15,{0}只光属性神类宠物,{0} light type deity monsters
adventure_conditions16,{0}只木属性动物类宠物,{0} grass type animal monsters
adventure_conditions17,{0}只木属性人物类宠物,{0} grass type human monsters
adventure_conditions18,{0}只木属性特异类宠物,{0} grass type peculiar monsters
adventure_conditions19,{0}只木属性植物类宠物,{0} grass type plant monsters
adventure_conditions20,{0}只木属性神类宠物,{0} grass type deity monsters
adventure_conditions21,{0}只水属性动物类宠物,{0} water type animal monsters
adventure_conditions22,{0}只水属性人物类宠物,{0} water type human monsters
adventure_conditions23,{0}只水属性特异类宠物,{0} water type peculiar monsters
adventure_conditions24,{0}只水属性植物类宠物,{0} water type plant monsters
adventure_conditions25,{0}只水属性神类宠物,{0} water type deity monsters
adventure_conditions26,{0}只火属性动物类宠物,{0} fire type animal monsters
adventure_conditions27,{0}只火属性人物类宠物,{0} fire type human monsters
adventure_conditions28,{0}只火属性特异类宠物,{0} fire type peculiar monsters
adventure_conditions29,{0}只火属性植物类宠物,{0} fire type plant monsters
adventure_conditions30,{0}只火属性神类宠物,{0} fire type deity monsters
adventure_conditions31,{0}只暗属性动物类宠物,{0} dark type animal monsters
adventure_conditions32,{0}只暗属性人物类宠物,{0} dark type human monsters
adventure_conditions33,{0}只暗属性特异类宠物,{0} dark type peculiar monsters
adventure_conditions34,{0}只暗属性植物类宠物,{0} dark type plant monsters
adventure_conditions35,{0}只暗属性神类宠物,{0} dark type deity monsters
zhuxian10001,天赐神宠,Bestowed Upon You
zhuxian10002,获得神宠,Deity Monster
zhuxian10003,小试身手,First Test
zhuxian10004,乘胜追击,Pursuit more victories
zhuxian10005,你需要治愈,Healing Is Needed
zhuxian10006,蓝瞳小丑,Blueeyed Clown
zhuxian10007,药不能停,Healthy Dose
zhuxian10008,中BOSS罢了,Halfway There
zhuxian10009,技巧的磨砺,Sharpening Your Skills
zhuxian10010,穿戴装备,Flower Pixie
zhuxian10011,不屈狼人,Indomitable Werewolf
zhuxian10012,逛逛商店,Browse The Shop
zhuxian10013,训练宠物,Monster Training
zhuxian10014,装备穿齐,Matching Outfit
zhuxian10015,突破大街,Battle For Home
zhuxian10016,打磨装备,Keep It Polished
zhuxian10017,全部拿走,Perfectionist
zhuxian10018,日常修炼,Daily Practice
zhuxian10019,竞技生涯,Competitive Career
zhuxian10020,装备进阶,Advanced Equipment
zhuxian10021,训宠大师,Training Master
zhuxian10022,能量灌注,Evolutionary Scale
zhuxian10023,突破拦截,Interceptor 
zhuxian10024,新的挑战,New Challenge
zhuxian10025,冲向异界,Charging The Outerworld
zhuxian10026,限制突破,No Limits
zhuxian10027,挑战关卡,Stage on Heroic
zhuxian10028,双重超量,Double Trouble
zhuxian10029,蓝色超量,Blue Power
zhuxian10030,次元能力探秘,True Craftsman
zhuxian10031,驾驭次元,Infused Power
zhuxian10032,加入公会,
zhuxian10033,公会祈福,
mubiao10001,抽蛋1次,Draw 1 time 
mubiao10002,合成花魄,Summon Flower Spirit
mubiao10003,通关1-1,Clear Stage 1-1 
mubiao10004,通关1-2,Clear Stage 1-2
mubiao10005,合成苗娃曼陀罗,Summon Mandrake 
mubiao10006,通关1-3,Clear Stage 1-3
mubiao10007,使用经验药1次,Use EXP Potion 1 times 
mubiao10008,通关1-4,Clear Stage 1-4 
mubiao10009,升级技能3次,Upgrade abilities 3 times 
mubiao10010,穿戴装备,Equip a piece of equipment 
mubiao10011,通关1-5,Clear Stage 1-5
mubiao10012,商店刷新物品1次,Refresh shop goods 1 time 
mubiao10013,其中一只宠物升级至5,Level up a monster to level 5 
mubiao10014,同时穿戴2件装备,Equip 2 equipment on Chione 
mubiao10015,通关1-8,Clear Stage 1-8 
mubiao10016,装备强化1次,Upgrade a piece of equipment 
mubiao10017,领取关底满星奖励,Collect the all stages 3-Star reward 
mubiao10018,完成一个每日任务,Complete a daily mission 
mubiao10019,竞技场一次,Arena Battle once
mubiao10020,装备进阶至绿,Advance equipment to green 
mubiao10021,升级宠物1只至10级,Level up 1 monster to 10
mubiao10022,进阶一只宠物至绿,Evolve a monster to green 
mubiao10023,通关2-4,Clear Stage 2-4 
mubiao10024,完成挑战本1-1,Clear Stage 1-1 on Heroic 
mubiao10025,通关2-8,Clear Stage 2-8 
mubiao10026,宠物强化(任一宠物为绿+1),Evolve any monster to green +1 
mubiao10027,完成挑战本1-4,Clear Stage 1-4 on Heroic 
mubiao10028,有2件绿色装备,Have 2 pieces of green equipment 
mubiao10029,有1件蓝色品质装备,Have one piece of blue equipment 
mubiao10030,装备开孔,Open an equipment socket 
mubiao10031,装备镶嵌,Insert a gem in equipment
mubiao10032,进入或创建一个公会,
mubiao10033,进行一次公会祈福,
richang1,每日剧情副本,Daily Campaign Stages
richang2,每日通关挑战副本,Daily Heroic Stages
richang3,每日技能升级,Daily Ability Upgrade
richang4,每日装备升级,Daily Equipment Upgrade
richang5,每日金币购买,Daily Coin Purchase
richang6,每日商店刷新,Daily Store Refresh
rimubiao1,剧情副本10次,Complete 10 Campaign Stages
rimubiao2,通关挑战副本3次,Complete 3 Heroic Stages
rimubiao3,技能升级3次,Level up abilities 3 times
rimubiao4,装备升级1次,Upgrade equipment once
rimubiao5,购买金币1次,Purchase Coins once
rimubiao6,刷新商店1次,Refresh the Store once
linshi1,合成狼人,Summon Werewolf
linshi2,集齐碎片,Fully collected chips
linshi3,合成冰雪女王,Summon Chione 
linmubiao1,合成狼人,Summon Werewolf
linmubiao2,通关1-6,Clear Stage 1-6 
linmubiao3,合成冰雪女王,Summon Chione 
zhixian20001,扫荡2-3,Raid 2-3
zhixian20002,扫荡2-4,Raid 2-4
zhixian20003,扫荡2-7,Raid 2-7
zhixian20004,扫荡2-8,Raid 2-8
zhimubiao20001,通关2-3  4次,Raid 2-3 4 times
zhimubiao20002,通关2-4  4次,Raid 2-4 4 times
zhimubiao20003,通关2-7  4次,Raid 2-7 4 times
zhimubiao20004,通关2-8  4次,Raid 2-8 4 times
,,
bosssenlin31Wendige2wp01,胸,Body
bosssenlin31Wendige2wp02,右角,Right Horn
bosssenlin31Wendige2wp03,左角,Life Horn
bosssenlin32Longnv3wp01,胸,Body
bosssenlin32Longnv3wp02,头,Head
bosssenlin32Longnv3wp03,左灵印,Life Lingyin
bosssenlin32Longnv3wp04,中灵印,Mid Lingyin
bosssenlin33Luoxinfu5wp01,胸,Body
bosssenlin33Luoxinfu5wp02,左下爪,Bottom Left Claw
bosssenlin33Luoxinfu5wp03,右下爪,Bottom Right Claw
bosssenlin33Luoxinfu5wp04,右上爪,Top Right Claw
bosssenlin33Luoxinfu5wp05,左上爪,Top Left Claw
bosssenlin34Amute3wp01,胸,Body
bosssenlin34Amute3wp02,面具,Mask
bosssenlin34Amute3wp03,脸,Face
bosssenlin35Xiaochou2wp01,胸,Body
bosssenlin35Xiaochou2wp02,武器,Weapon
bosssenlin36Momo1wp01,胸,Body
bosssenlin36Momo1wp02,盾,Shield
bosssenlin37Hapi1wp01,胸,Body
bosssenlin37Hapi1wp02,右翅膀,Right Wing
bosssenlin37Hapi1wp03,左翅膀,Left Wing
bosshuoshan41Hongniu4wp01,胸,Body
bosshuoshan41Hongniu4wp02,右角,Right Horn
bosshuoshan41Hongniu4wp03,左角,Life Horn
bosshuoshan42Daochengsizhong4wp01,胸,Body
bosshuoshan42Daochengsizhong4wp02,钟,Clock
bosshuoshan42Daochengsizhong4wp03,心脏,Heart
bosshuoshan43Huoniao4wp01,胸,Body
bosshuoshan43Huoniao4wp02,右羽毛,Right Feather
bosshuoshan43Huoniao4wp03,中羽毛,Mid Feather
bosshuoshan43Huoniao4wp04,左羽毛,Left Feather
bosshuoshan44Datiangou4wp01,胸,Body
bosshuoshan44Datiangou4wp02,右翅膀,Right Wing
bosshuoshan44Datiangou4wp03,左翅膀,Left Wing
bosshuoshan44Datiangou4wp04,扇子,Fun
bosshuoshan45Saibulesi4wp01,胸,Body
bosshuoshan45Saibulesi4wp02,中头,Mid Head
bosshuoshan45Saibulesi4wp03,右头,Right Head
bosshuoshan45Saibulesi4wp04,左头,Left Head
bosshuoshan46Tianshizhang4wp01,胸,Body
bosshuoshan46Tianshizhang4wp02,右翅膀,Right Wing
bosshuoshan46Tianshizhang4wp03,左翅膀,Left Wing
bosshuoshan46Tianshizhang4wp04,光环,Aura
bosshuoshan46Tianshizhang4wp05,武器,Weapon
bosshuoshan47Ifrit4wp01,胸,Body
bosshuoshan47Ifrit4wp02,武器,Weapon
bosshuoshan47Ifrit4wp03,右裤脚,Right Trousers
bosshuoshan47Ifrit4wp04,左裤脚,Left Trousers
bosssenlin38Meidusha2wp01,身体,Body
bosssenlin38Meidusha2wp02,右下蛇头,Bottom Right Snake
bosssenlin38Meidusha2wp03,左下蛇头,Bottom Left Snake
bosssenlin38Meidusha2wp04,右上蛇头,Top Right Snake
bosssenlin38Meidusha2wp05,左上蛇头,Top Left Snake
bosshuoshan48Hehuaisituosi4wp01,眼睛,Eyes
bosshuoshan48Hehuaisituosi4wp02,右上武器,Top Right Weapon
bosshuoshan48Hehuaisituosi4wp03,右下武器,Bottom Right Weapon
bosshuoshan48Hehuaisituosi4wp04,左上武器,Top Left Weapon
bosshuoshan48Hehuaisituosi4wp05,左下武器,Bottom Left Weapon
bosshuoshan48Hehuaisituosi4wp06,头,Head
,,
wendige2hide_lhorn,猜猜我在哪,Find me
wendige2hide_rhorn,猜猜我在哪,Find me
longnv3hide_body,猜猜我在哪,Find me
longnv3hide_head,猜猜我在哪,Find me
longnv3hide_lingyin1,,
longnv3hide_lingyin2,,
luoxinfu5hide_body,猜猜我在哪,Find me
luoxinfu5hide_leg6,猜猜我在哪,Find me
luoxinfu5hide_leg5,猜猜我在哪,Find me
luoxinfu5hide_leg1,猜猜我在哪,Find me
luoxinfu5hide_leg2,猜猜我在哪,Find me
amutehide_shenti,猜猜我在哪,Find me
amutehide_lian,猜猜我在哪,Find me
amutehide_mianju,猜猜我在哪,Find me
xiaochou2hide_body,猜猜我在哪,Find me
xiaochou2hide_weapon,猜猜我在哪,Find me
momo1hide_body,猜猜我在哪,Find me
momo1hide_dun,猜猜我在哪,Find me
meidushahide_zuoshetou,猜猜我在哪,Find me
meidushahide_youshetou,猜猜我在哪,Find me
meidushahide_xiaoshetou,猜猜我在哪,Find me
meidushahide_xiaoshetou,猜猜我在哪,Find me
wendige2normal1_body,本体,Default
wendige2normal1_lhorn,添加dot效果,添加dot效果
wendige2normal1_rhorn,添加dot效果,添加dot效果
longnv3normal1_body,本体,Default
longnv3normal1_head,弱点,Weakness
longnv3normal1_lingyin1,破坏2处灵印护盾将被击碎,
longnv3normal1_lingyin2,破坏2处灵印护盾将被击碎,
luoxinfu5normal1_body,本体,Default
luoxinfu5normal1_leg6,提高大招连击次数,Increase Number of Strikes per turn
luoxinfu5normal1_leg5,提高大招连击次数,Increase Number of Strikes per turn
luoxinfu5normal1_leg1,提高大招连击次数,Increase Number of Strikes per turn
luoxinfu5normal1_leg2,提高大招连击次数,Increase Number of Strikes per turn
amutenormal1_shenti,本体,Default
amutenormal1_lian,弱点,Weakness
amutenormal1_mianju,保护弱点,Protect Weakness
xiaochou2normal1_body,本体,Default
xiaochou2normal1_weapon,提高智力,Increase Intelligence
momo1normal1_body,本体,Default
momo1normal1_dun,反伤护盾,Against injury
meidushanormal1_xiong,一定有别的方法摧毁它,Default
meidushanormal1_zuoshetou,美杜莎很在意它的头发,美杜莎很在意它的头发
meidushanormal1_youshetou,美杜莎很在意它的头发,美杜莎很在意它的头发
meidushanormal1_xiaoshetou,美杜莎很在意它的头发,美杜莎很在意它的头发
meidushanormal1_xiaoshetou,美杜莎很在意它的头发,美杜莎很在意它的头发
