#TEXT,TEXT,TEXT
id,chinese,english
debuffMetalDotSlightTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns
debuffMetalDotMediumTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns
debuffMetalDotStrongTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns
debuffEarthDotSlightTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns
debuffEarthDotMediumTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns
debuffEarthDotStrongTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns
bossMinghe18Karong1Tips,给单体目标造成3次66.7%物攻的物理伤害,Deals (66.7% of physical ATK) physical damage 3 times to a single target
bossMinghe18Karong2Tips,给全体目标造成100%法攻的暗属性伤害,Deals (100% of magic ATK) dark type damage to all targets
bossMinghe18Karong3Tips,给全体目标造成100%物攻的物理伤害,Deals (100% of physical ATK) physical damage to all targets
bossMinghe18Karong4Tips,给单体目标造成150%法攻的暗属性伤害并眩晕目标1回合,Deals (150% of your magic ATK) dark type damage to a single target with stun for 1 turn
bossMinghe18Karong5Tips,给全体目标造成40%物攻的物理伤害,Deals (40% of physical ATK) physical damage to all targets
bossMinghe18Karong6Tips,给单体目标造成70%法攻的暗属性伤害,Deals (70% of your magic ATK) dark type damage to a single target
bossYueguangsenlin14Luoxinfu1Tips,给单体目标造成物理伤害，伤害会根据弱点个数调整,Deals physical damage to a single target; damage is adjusted according to number of weakpoints
bossYueguangsenlin18Meidusha1Tips,给全体目标造成物理伤害，伤害会根据弱点个数调整,Deals physical damage to all targets; damage is adjusted according to number of weakpoints
bossYueguangsenlin18Meidusha5Tips,对全体目标释放减益buff，buff会根据弱点个数调整,Casts a debuff on all targets; the debuff is adjusted according to number of weakpoints
bossYueguangsenlin18Meidusha8Tips,给全体目标造成200%法攻的暗属性伤害并10%概率眩晕目标1回合,Deals (200% of magic ATK) dark type damage to all targets with a 10% chance of stun for 1 turn
bossYueguangsenlin18Meidusha9Tips,给单体目标造成800%物攻的物理伤害,Deals (800% of physical ATK) physical damage to a single target
ultXiyirenTips,可以进行{0}次操作，每次给单体目标造成{1}%物理伤害并大概率附加嘲讽效果,"Can carry out {0} actions, each time dealing {1}% physical damage with a high chance of taunt"
psvXiyirenTips,受到物理伤害时，80%几率提升自身50%防御力，持续3回合,Gives an 80% chance of increasing your defense for 3 turns by 50% whenever you take damage 
ultHuapoTips,可以进行{0}次操作，每次给单体目标造成{1}%物理伤害,"Can carry out {0} actions, each dealing {1}% physical damage to a single target"
psvHuapoTips,使用物理技能时，40%几率提升自身10%力量，持续3回合,Gives a 40% chance of increasing your strength by 10% whenever casting a physical ability  for 3 turns
ultPanshenTips,可以进行{0}次操作，每次给单体目标造成{1}%物理伤害,"Can carry out {0} actions, each time dealing {1}% physical damage"
psvPanshenTips,战斗开始时，优先进行一次物理攻击,"At the start of battle, have precedence in carrying out one physical attack"
ultMantuoluoTips,给全体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for all targets
psvMantuoluoTips,使用法术技能时，20%几率恢复自身血量,Gives a 20% chance of restoring your HP whenever casting a magic ability
ultAmuteTips,给全体目标添加24%物攻的物理与魔法吸收护盾,Summons a shield that absorbs (24% of physical ATK) physical and magic damage for all targets
psvAmuteTips,首次死亡时，血量回复为10%血量上限,Recovers 10% of max HP upon dying the first time
ultWaguiTips,给单体目标造成{0}%法攻的水属性伤害并大概率附加眩晕效果,Deals ({0}% of magic ATK) water type damage to a single target with a high chance of stun
psvWaguiTips,受到伤害时，80%几率降低攻击者10%速度，持续3回合,Gives an 80% chance of decreasing attacker's speed by 10%  for 3 turns whenever you take damage
ultHetongTips,给全体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type damage to all targets
psvHetongTips,战斗开始时，提升己方全体50%防御力，持续3回合,Increase all allies' defense by 50% at the start of battle for 3 turns
ultLonggongtongziTips,给全体目标回复{0}%法攻的生命值并附带法术吸收护盾,Recovers ({0}% of magic ATK) HP for all targets and summons a shield that abosrbs magic damage
psvLonggongtongziTips,使用治疗技能时，10%几率附加法术吸收护盾,Gives a 10% chance of summoning a shield that absorbs magic damage whenever casting a healing ability
ultLangrenTips,可以进行{0}次操作，每次给单体目标造成{1}%物理伤害并小概率附加撕裂,"Can carry out {0} actions, each dealing {1}% physical damage to all targets with a low chance of tearing"
psvLangrenTips,血量小于等于总血量25%时，提升自身10%力量,Increases your strength by 10% whenever HP drops to 25% or below
ultAnpushaTips,给全体目标造成{0}%法攻的暗属性伤害并附加虚弱和破甲效果,Deals ({0}% of magic ATK) dark type damage to all targets as well as weakening and armor reduction
psvAnpushaTips,使用法术技能时，50%几率恢复自身血量,Gives an 50% chance of restoring your HP whenever casting a magic ability
ultKairuisiTips,给全体目标造成{0}%法攻的暗属性伤害并附加失心术效果,Deals ({0}% of magic ATK) dark type damage to all targets with a dishearten effect
psvKairuisiTips,使用物理技能时，50%几率驱散敌方增益效果,Gives a 50% chance of dispelling enemy buffs whenever casting a physical ability 
ultLuoxinfuTips,可以进行{0}次操作，每次给单体目标造成{1}%物理伤害并小概率附加眩晕效果和痛楚,"Can carry out {0} actions, each dealing {1}% physical damage to a single target with a small chance of stun and anguish"
psvLuoxinfuTips,使用物理技能时，35%几率附带痛楚,Gives a 35% chance of anguish whenever casting a physical ability 
ultMomoTips,给全体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for all targets' 
psvMomoTips,受到物理伤害时，80%几率给自身添加物理伤害减免护盾,Gives an 80% chance of providing a shield that reduces physical damage whenever you take physical damage
ultHapiTips,驱散己方全体妨害效果,Dispells all debuff effects that affect allies' damage
psvHapiTips,永久提升自身10%智力,Increases intelligence permanently by 10%
ultZouyincaoTips,给全体目标提升10%力量并驱散妨害效果,Increases strength by 10% for all targets with dispells all debuff effects
psvZouyincaoTips,永久提升自身10%速度,Increases speed permanently by 10%
attackCutSlightName,弱攻击,Weak Attack
attackCutMediumName,攻击,Attack
attackCutStrongName,强力攻击,Strong Attack
attackCutTriSlightName,三连弱击,Weak Triple Strike
attackCutTriMediumName,三连击,Triple Strike
attackCutTriStrongName,三连强击,Strong Triple Strike
attackStabSlightName,弱攻击,Weak Attack
attackStabMediumName,攻击,Attack
attackStabStrongName,强力攻击,Strong Attack
attackStabTriSlightName,三连弱击,Weak Triple Strike
attackStabTriMediumName,三连击,Triple Strike
attackStabTriStrongName,三连强击,Strong Triple Strike
attackSmashSlightName,弱攻击,Weak Attack
attackSmashMediumName,攻击,Attack
attackSmashStrongName,强力攻击,Strong Attack
magicMetalSlightName,圣光弹,Holy Bolt
magicMetalMediumName,圣光一击,Holy Strike
magicMetalStrongName,圣光重击,Divine Blast
magicPlantSlightName,飞叶斩,Leaf Darts
magicPlantMediumName,荆棘穿刺,Piercing Spikes
magicPlantStrongName,疯狂生长,Wild Growth
magicWaterSlightName,水流术,Water Splash
magicWaterMediumName,瀑布冲击,Waterfall
magicWaterStrongName,水龙卷,Waterspout
magicFireSlightName,火苗术,Flame Blast
magicFireMediumName,炽焰击,Blaze
magicFireStrongName,地狱烈焰,Hell Blaze
magicEarthSlightName,暗影突袭,Shadow Swipe
magicEarthMediumName,暗影爪,Shadow Claw
magicEarthStrongName,暗影强袭,Shadow Strike
magicCureSlightName,回复术,Lesser Healing
magicCureMediumName,治疗术,Healing
magicCureStrongName,强效治疗,Potent Healing
buffSpeedName,加速术,Haste
buffSpeedSelfName,速度爆发,Dash
buffMagicName,智慧术,Insight
buffMagicSelfName,智力爆发,High Intellect
buffAttackName,激励术,Inspire
buffAttackSelfName,力量爆发,Overwhelming Strength
buffDefenseName,加护术,Ward
buffDefenseSelfName,防御姿态,Defensive Stance
buffHotName,恢复术,Recover
debuffDefenseName,破甲术,Sunder
debuffAttackName,虚弱术,Disable
debuffMagicName,失心术,Stupefy
debuffSpeedName,缓速术,Inhibit
debuffDotSlightName,撕裂（弱）,Tear (Weak)
debuffDotMediumName,撕裂（中）,Tear (Normal)
debuffDotStrongName,撕裂（强）,Tear (Strong)
debuffFireDotSlightName,点燃（弱）,Ignite (Weak)
debuffFireDotMediumName,点燃（中）,Ignite (Normal)
debuffFireDotStrongName,点燃（强）,Ignite (Strong)
debuffWaterDotSlightName,溺水（弱）,Gush (Weak)
debuffWateDotMediumName,溺水（中）,Gush (Normal)
debuffWateDotStrongName,溺水（强）,Gush (Strong)
debuffPlantDotSlightName,施毒（弱）,Poison (Weak)
debuffPlantDotMediumName,施毒（中）,Poison (Normal)
debuffPlantDotStrongName,施毒（强）,Poison (Strong)
debuffMetalDotSlightName,耀斑（弱）,Flare (Weak)
debuffMetalDotMediumName,耀斑（中）,Flare (Normal)
debuffMetalDotStrongName,耀斑（强）,Flare (Strong)
debuffEarthDotSlightName,痛楚（弱）,Anguish (Weak)
debuffEarthDotMediumName,痛楚（中）,Anguish (Normal)
debuffEarthDotStrongName,痛楚（强）,Anguish (Strong)
bossMinghe18Karong1Name,暗影爪,Shadow Claw
bossMinghe18Karong2Name,暗影波,Shadow Wave
bossMinghe18Karong3Name,暗影强袭,Shadow Strike
bossMinghe18Karong4Name,精神控制,Mind Control
bossMinghe18Karong5Name,横扫,Sweep
bossMinghe18Karong6Name,暗影攻击,Shadow Blast
bossYueguangsenlin14Luoxinfu1Name,三连弱击,Weak Triple Strike
bossYueguangsenlin18Meidusha1Name,群蛇乱舞,Serpent Fury
bossYueguangsenlin18Meidusha5Name,压制,Suppress
bossYueguangsenlin18Meidusha8Name,石化攻击,Petrify
bossYueguangsenlin18Meidusha9Name,拍打攻击,Batter
ultXiyirenName,嘲讽射击,Sneering Shots
psvXiyirenName,保护色,Protective color
ultHuapoName,花刺扫射,Spike Spray
psvHuapoName,自然生长,Natural Growth
ultPanshenName,狂冲乱撞,Pummel
psvPanshenName,冲锋,Step Ahead
ultMantuoluoName,缓释,Restoration
psvMantuoluoName,灵光一现,Healing Intellect
ultAmuteName,护佑,Broad Barrier
psvAmuteName,坚韧之血,Tenacity
ultWaguiName,粘性喷吐,Viscuos Spew
psvWaguiName,粘性皮肤,Adhesive Skin
ultHetongName,水龙弹,Torrent Bombs
psvHetongName,强固阵型,Strong Formation
ultLonggongtongziName,生命之盾,Healing Nova
psvLonggongtongziName,庇护治愈,Sheltering Cure
ultLangrenName,疯狂撕裂,Rapid Jabs
psvLangrenName,不屈之力,Indomitable Force
ultAnpushaName,暗黑干预,Coherent Darkness
psvAnpushaName,意外之喜,Serendipity
ultKairuisiName,黑幕,Unnerving Darkness
psvKairuisiName,散佚,Disseminate
ultLuoxinfuName,猛击,Vexbane Strikes
psvLuoxinfuName,余韵犹存,Lingering Blow
ultMomoName,博爱,Erudite Mending
psvMomoName,灵机应变,Lesser Ward
ultHapiName,烟消云散,Dissipation
psvHapiName,洞察,Clairvoyance
ultZouyincaoName,提神号角,Bright Horn
psvZouyincaoName,顺风,Tailwind
pet_character_1,勇敢,Valor
pet_character_2,聪慧,Spiritual
pet_character_3,狡猾,Mischievous
pet_character_4,互助,Collaborate
pet_character_5,善良,Compassion
pet_character_6,谨慎,Humility
Valor,勇敢,Attack - Physical 
Spiritual,聪慧,Attack - Magical
Mischievous,狡猾,Support - Harmful Effects
Collaborate,互助,Support - Beneficial Effects
Compassion,善良,Healer
Humility,谨慎,Defense
miaoshu_bossamute01,面具下隐藏着弱点,Find what underlies the mask.
miaoshu_bossluoxinfu01,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_bossluoxinfu02,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_bossluoxinfu03,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_bossluoxinfu04,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_bossluoxinfu05,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_bossluoxinfu06,爪子十分锋利，但是看起来很易碎。,"Claws are sharp, but fragile."
miaoshu_wp,弱点,Weakpoint
miaoshu_np,普通,Normalpoint
speak_006,Tips：要找到弱点，记得使用魔法水晶哦。,Tips : Remember to use Magic Crystal to find out enemy's weakpoint.
