#TEXT,TEXT,TEXT
id,chinese,english
hetong2normal1_head,看起来是个河童的破绽,This is his weakpoint
hetong2normal1_scarf,最好不要碰它,Don't touch it
bigTaskname201,富商的委托,Merchant's Task
bigTaskname202,公会的委托,Guild Task
bigTaskname301,收藏家的委托,Collector's Task
bigTaskname302,代行者的委托,Keeper's Task
bigTaskname401,书商的委托,Bookseller's Task
bigTaskname402,会长的委托,Guild Leader's Task
bigTaskname501,神秘的委托,Mysterious Task
bigTaskname502,来自异界的委托,Task From Mythos
bigTaskname601,神社的委托,Shrine's Task
bigTaskname602,雪之国的委托,Snow Kingdom's Task
bigTaskdesc1,（主产金币）,(Produces Coins)
bigTaskdesc2,（主产补给品）,(Produces Supplies)
smallTarget10001,提交5000金币,Retrieve 5000 Coins
smallTarget10002,提交6000金币,Retrieve 6000 Coins
smallTarget10003,提交7500金币,Retrieve 7500 Coins
smallTarget10004,提交9000金币,Retrieve 9000 Coins
smallTarget10005,提交10000金币,Retrieve 10000 Coins
smallTarget10006,提交10000金币,Retrieve 10000 Coins
smallTarget10007,提交11000金币,Retrieve 11000 Coins
smallTarget10008,提交12500金币,Retrieve 12500 Coins
smallTarget10009,提交13500金币,Retrieve 13500 Coins
smallTarget10010,提交15000金币,Retrieve 15000 Coins
smallTarget10011,提交15000金币,Retrieve 15000 Coins
smallTarget10012,提交16000金币,Retrieve 16000 Coins
smallTarget10013,提交17500金币,Retrieve 17500 Coins
smallTarget10014,提交19000金币,Retrieve 19000 Coins
smallTarget10015,提交20000金币,Retrieve 20000 Coins
smallTarget10016,提交17500金币,Retrieve 17500 Coins
smallTarget10017,提交20000金币,Retrieve 20000 Coins
smallTarget10018,提交22500金币,Retrieve 22500 Coins
smallTarget10019,提交25000金币,Retrieve 25000 Coins
smallTarget10020,提交22500金币,Retrieve 22500 Coins
smallTarget10021,提交25000金币,Retrieve 25000 Coins
smallTarget10022,提交27500金币,Retrieve 27500 Coins
smallTarget10023,提交30000金币,Retrieve 30000 Coins
smallTarget10024,提交32500金币,Retrieve 32500 Coins
smallTarget10025,提交35000金币,Retrieve 35000 Coins
smallTarget20001,提交1个天使之羽,Retrieve 1 of Angel's feather
smallTarget20002,提交2个天使之羽,Retrieve 2 of Angel's feather
smallTarget20003,提交1个恶魔之羽,Retrieve 1 of Demon's feather
smallTarget20004,提交2个恶魔之羽,Retrieve 2 of Demon's feather
smallTarget20005,提交1个精灵之羽,Retrieve 1 of Fairy's feather
smallTarget20006,提交2个天使之羽,Retrieve 2 of Angel's feather
smallTarget20007,提交3个天使之羽,Retrieve 3 of Angel's feather
smallTarget20008,提交2个恶魔之羽,Retrieve 2 of Demon's feather
smallTarget20009,提交3个恶魔之羽,Retrieve 3 of Demon's feather
smallTarget20010,提交1个精灵之羽,Retrieve 1 of Fairy's feather
smallTarget20011,提交2个精灵之羽,Retrieve 2 of Fairy's feather
smallTarget20012,提交3个天使之羽,Retrieve 3 of Angel's feather
smallTarget20013,提交4个天使之羽,Retrieve 4 of Angel's feather
smallTarget20014,提交3个恶魔之羽,Retrieve 3 of Demon's feather
smallTarget20015,提交4个恶魔之羽,Retrieve 4 of Demon's feather
smallTarget20016,提交2个精灵之羽,Retrieve 2 of Fairy's feather
smallTarget20017,提交3个精灵之羽,Retrieve 3 of Fairy's feather
smallTarget20018,提交4个天使之羽,Retrieve 4 of Angel's feather
smallTarget20019,提交5个天使之羽,Retrieve 5 of Angel's feather
smallTarget20020,提交4个恶魔之羽,Retrieve 4 of Demon's feather
smallTarget20021,提交5个恶魔之羽,Retrieve 5 of Demon's feather
smallTarget20022,提交3个精灵之羽,Retrieve 3 of Fairy's feather
smallTarget20023,提交8个天使之羽,Retrieve 8 of Fairy's feather
smallTarget20024,提交8个恶魔之羽,Retrieve 8 of Angel's feather
smallTarget20025,提交4个精灵之羽,Retrieve 4 of Demon's feather
smallTarget20026,提交7个天使之羽,Retrieve 7 of Fairy's feather
smallTarget20027,提交7个恶魔之羽,Retrieve 7 of Angel's feather
smallTarget20028,提交3个精灵之羽,Retrieve 3 of Demon's feather
smallTarget20029,提交6个天使之羽,Retrieve 6 of Fairy's feather
smallTarget20030,提交6个恶魔之羽,Retrieve 6 of Angel's feather
smallTarget30001,成功通关副本,Clear Stage
taskDesc1,天使之羽洁白明亮,Angel Feathers are pure and bright
taskDesc2,恶魔之羽存在一生,Demon Feathers extinguish all life
taskDesc3,精灵之羽不错吧,Fairy Feathers are delicate and fine
taskDesc4,金币用处多,The uses of gold are many
taskDesc5,成功之路,Victory path is the one to follow
wpName71,树干,Trunk
wpName72,精灵,Kodami
wpName73,左侧树洞,Left Branch
wpName74,精灵,Kodami
wpName75,中间树洞,Middle Branch
wpName76,精灵,Kodami
wpName77,右侧树洞,Right Branch
muling2hide_hole1,试试搜索三个树洞,Try searching the Tree Branches.
muling2hide_hole2,试试搜索三个树洞,Try searching the Tree Branches.
muling2hide_hole3,试试搜索三个树洞,Try searching the Tree Branches.
muling2normal1_child1,这个淘气的精灵控制着大树,The Kodami is controlling the Tree.
muling2normal1_hole1,树洞里隐藏着什么呢？,What could be hiding under these tree branches?
muling2normal1_child2,这个淘气的精灵控制着大树,The Kodami is controlling the Tree.
muling2normal1_hole2,树洞里隐藏着什么呢？,What could be hiding under these tree branches?
muling2normal1_child3,这个淘气的精灵控制着大树,The Kodami is controlling the Tree.
muling2normal1_hole3,树洞里隐藏着什么呢？,What could be hiding under these tree branches?
adventure_conditions1,{0}只光属性宠物,{0} light type monsters
adventure_conditions2,{0}只木属性宠物,{0} grass type monsters
adventure_conditions3,{0}只水属性宠物,{0} water type monsters
adventure_conditions4,{0}只火属性宠物,{0} fire type monsters
adventure_conditions5,{0}只暗属性宠物,{0} dark type monsters
adventure_conditions6,{0}只动物类宠物,{0} animal type monsters
adventure_conditions7,{0}只人物类宠物,{0} human type monsters
adventure_conditions8,{0}只特异类宠物,{0} peculiar type monsters
adventure_conditions9,{0}只植物类宠物,{0} plant type monsters
adventure_conditions10,{0}只神类宠物,{0} deity type monsters
adventure_conditions11,{0}只光属性动物类宠物,{0} light type animal monsters
adventure_conditions12,{0}只光属性人物类宠物,{0} light type human monsters
adventure_conditions13,{0}只光属性特异类宠物,{0} light type peculiar monsters
adventure_conditions14,{0}只光属性植物类宠物,{0} light type plant monsters
adventure_conditions15,{0}只光属性神类宠物,{0} light type deity monsters
adventure_conditions16,{0}只木属性动物类宠物,{0} grass type animal monsters
adventure_conditions17,{0}只木属性人物类宠物,{0} grass type human monsters
adventure_conditions18,{0}只木属性特异类宠物,{0} grass type peculiar monsters
adventure_conditions19,{0}只木属性植物类宠物,{0} grass type plant monsters
adventure_conditions20,{0}只木属性神类宠物,{0} grass type deity monsters
adventure_conditions21,{0}只水属性动物类宠物,{0} water type animal monsters
adventure_conditions22,{0}只水属性人物类宠物,{0} water type human monsters
adventure_conditions23,{0}只水属性特异类宠物,{0} water type peculiar monsters
adventure_conditions24,{0}只水属性植物类宠物,{0} water type plant monsters
adventure_conditions25,{0}只水属性神类宠物,{0} water type deity monsters
adventure_conditions26,{0}只火属性动物类宠物,{0} fire type animal monsters
adventure_conditions27,{0}只火属性人物类宠物,{0} fire type human monsters
adventure_conditions28,{0}只火属性特异类宠物,{0} fire type peculiar monsters
adventure_conditions29,{0}只火属性植物类宠物,{0} fire type plant monsters
adventure_conditions30,{0}只火属性神类宠物,{0} fire type deity monsters
adventure_conditions31,{0}只暗属性动物类宠物,{0} dark type animal monsters
adventure_conditions32,{0}只暗属性人物类宠物,{0} dark type human monsters
adventure_conditions33,{0}只暗属性特异类宠物,{0} dark type peculiar monsters
adventure_conditions34,{0}只暗属性植物类宠物,{0} dark type plant monsters
adventure_conditions35,{0}只暗属性神类宠物,{0} dark type deity monsters
biaoti1001,小试身手,Show your Talent
biaoti1002,乘胜追击,Pursuit of Victory
biaoti1003,卖萌蘑菇,Cute Mushroom
biaoti1004,中BOSS罢了,An Elite Boss
biaoti1005,满月狼人,Full Moon Werewolf
biaoti1006,摇滚歌手,Rock Singer
biaoti1007,忍者神龟,Turtle Ninja
biaoti1008,突破大街,Street Break Out
biaoti1009,新的挑战,A New Challenge
biaoti1010,蜥蜴之王,Lizard King
biaoti1011,花痴潘神,Romantic Pans
biaoti1012,骷髅船长,Captain Skeleton
biaoti1013,冥界使者,Death Messenger
biaoti1014,龙族公子,Prince of Ryuku
biaoti1015,善良河童,Not Naughty Kappa
biaoti1016,暴躁木灵,Tough Kodama
biaoti1017,肉食动物,Carnivorous
biaoti1018,龙族公主,Dragon Princess
biaoti1019,剧毒蜘蛛,Poisonous Spider
biaoti1020,埃及长老,Egyptian Crocodile
biaoti1021,绿瞳小丑,Green Eyed Joker
biaoti1022,家园卫士,Home Protector
biaoti1023,鸟身女妖,Birdwoman
biaoti1024,蛇发女妖,Hair of Snakes
biaoti1025,斗牛士,Bull Matador
biaoti1026,相思成病,Love Sick
biaoti1027,赤色天空,Blazing Skies
biaoti1028,天狗啸天,Roar from the Sky
biaoti1029,地狱之犬,Hound of Hades
biaoti1030,四翼天使,Four Winged Angel
biaoti1031,地狱使者,Inferno Messenger
biaoti1032,神级制造师,God of Craft
biaoti1033,潜心修炼,Deep Meditation
biaoti1034,暗夜猎手,Night Hunter
biaoti1035,痛苦之源,Source of Pain
biaoti1036,蓝瞳小丑,Blue Eyed Joker
biaoti1037,重塑大师,Morphing Master
biaoti1038,星辰射手,Archer of Skies
biaoti1039,蓝色火焰,Blue Flame
biaoti1040,肉食动物,Carnivorous
biaoti1041,冰霜领主,Frosthold Master
biaoti1042,小有成就,A Great achievement
biaoti1043,珍稀物种,Rare Species
biaoti1044,致命诱惑,Lethal Temptation
biaoti1045,地狱使者,Inferno Messenger
biaoti1046,暗黑法师,Dark Witch
biaoti1047,黑白两面,Good or Evil
biaoti1048,地狱之犬,Inferno Pet
biaoti1049,月之女神,Goddess of Moon
biaoti1050,幻影利刃,Phantom Blade
biaoti1051,精英选手,A Real Achievement
biaoti1052,天使面具,Masked Angel
biaoti1053,咒怨女妖,Furious Banshee
biaoti1054,恐怖蜘蛛,Twisted Spider
biaoti1055,皮影兄弟,Absorbing Puppet
biaoti1056,突破自我,Super Breakthrough
biaoti1057,圣洁之星,Purified Archer
biaoti1058,轻盈木棉,Light but Powerful
biaoti1059,真龙血统,Dragon's Heritage
biaoti1060,精灵王子,Prince from the Forest
biaoti1061,小有成就,Excellent Achievement
biaoti1062,木守护兽,Element Guardian (Grass)
biaoti1063,火守护兽,Element Guardian (Fire)
biaoti1064,水守护兽,Element Guardian (Water)
biaoti1065,暗守护兽,Element Guardian (Dark)
biaoti1066,非凡挑战,Almost there
biaoti1067,光守护兽,Element Guardian (Light)
biaoti1068,懒惰君主,King of Sloth
biaoti1069,暴怒君主,King of Wrath
biaoti1070,时间领主,Master of Time
biaoti1071,极限挑战,Extreme Challenge
biaoti2001,花小仙子,Love of Flower
biaoti2002,你需要治愈,Healer you need
biaoti2003,药不能停,The Power of Essence
biaoti2004,技巧的磨砺,Sharpen Your Abilities
biaoti2005,穿戴装备,Suit Up!
biaoti2006,狼人随从,Team up with Werewolf
biaoti2007,训宠大师,Monster Trainer
biaoti2008,衣能遮体,Getting Stronger
biaoti5009,完美通关,Perfect Victory
biaoti2010,打磨装备,Stronger Equipment
biaoti2011,日常修炼,Daily Task
biaoti2012,重复训练,Keep Training
biaoti2013,夜以继日,Day In Day Out
biaoti2014,锻炼宠物,Train Your Monsters
biaoti2015,完成愿望树,Make a Wish
biaoti2016,竞技生涯,Career in Competition
biaoti2017,宠物成长,Grow your monsters
biaoti2018,训宠大神,Master Trainer
biaoti2019,精通饲养,Master Raiser
biaoti2020,魔鬼训练,Superb Trainer
biaoti2021,独当一面,Whiplash Trainer
biaoti2022,精英宠物,Elite monster
biaoti2023,强力宠物,Elite Monster
biaoti2024,精英小队,Elite Squad
biaoti2025,高阶宠物,Advanced Monster
biaoti2026,训宠达人,Advanced Trainer
biaoti2027,近乎完美,Almost Perfect
biaoti3001,迎接挑战,Rise to the Occasion
biaoti3002,迎接挑战,Rise to the Occasion
biaoti3003,迎接挑战,Rise to the Occasion
biaoti3004,迎接挑战,Rise to the Occasion
biaoti3005,迎接挑战,Rise to the Occasion
biaoti3006,迎接挑战,Rise to the Occasion
biaoti3007,迎接挑战,Rise to the Occasion
biaoti3008,迎接挑战,Rise to the Occasion
biaoti3009,迎接挑战,Rise to the Occasion
biaoti3010,迎接挑战,Rise to the Occasion
biaoti3011,迎接挑战,Rise to the Occasion
biaoti3012,迎接挑战,Rise to the Occasion
biaoti3013,迎接挑战,Rise to the Occasion
biaoti3014,迎接挑战,Rise to the Occasion
biaoti3015,迎接挑战,Rise to the Occasion
biaoti3016,迎接挑战,Rise to the Occasion
biaoti3017,迎接挑战,Rise to the Occasion
biaoti3018,迎接挑战,Rise to the Occasion
biaoti3019,迎接挑战,Rise to the Occasion
biaoti3020,迎接挑战,Rise to the Occasion
biaoti3021,迎接挑战,Rise to the Occasion
biaoti3022,迎接挑战,Rise to the Occasion
biaoti3023,迎接挑战,Rise to the Occasion
biaoti3024,迎接挑战,Rise to the Occasion
biaoti3025,迎接挑战,Rise to the Occasion
biaoti3026,迎接挑战,Rise to the Occasion
biaoti3027,迎接挑战,Rise to the Occasion
biaoti3028,迎接挑战,Rise to the Occasion
biaoti3029,迎接挑战,Rise to the Occasion
biaoti3030,迎接挑战,Rise to the Occasion
biaoti3031,迎接挑战,Rise to the Occasion
biaoti3032,迎接挑战,Rise to the Occasion
biaoti3033,迎接挑战,Rise to the Occasion
biaoti3034,迎接挑战,Rise to the Occasion
biaoti3035,迎接挑战,Rise to the Occasion
biaoti3036,迎接挑战,Rise to the Occasion
biaoti3037,迎接挑战,Rise to the Occasion
biaoti3038,迎接挑战,Rise to the Occasion
biaoti3039,迎接挑战,Rise to the Occasion
biaoti3040,迎接挑战,Rise to the Occasion
biaoti3041,迎接挑战,Rise to the Occasion
biaoti3042,迎接挑战,Rise to the Occasion
biaoti3043,迎接挑战,Rise to the Occasion
biaoti3044,迎接挑战,Rise to the Occasion
biaoti3045,迎接挑战,Rise to the Occasion
biaoti3046,迎接挑战,Rise to the Occasion
biaoti3047,迎接挑战,Rise to the Occasion
biaoti3048,迎接挑战,Rise to the Occasion
biaoti4001,装备提升,Stronger Equipment
biaoti4002,华丽装扮,Get Really Strong
biaoti4003,反复打磨,Quick Completion
biaoti4004,质的飞跃,Leap of Quality
biaoti4005,熟练打造,Master Caster
biaoti4006,稀有装备,A Rare Equipment
biaoti4007,装备开孔,Open Slot
biaoti4008,初识镶嵌,Amateur Insignia Attach
biaoti4009,精通打造,Immediate Equipment Forger
biaoti4010,反复开孔,Immediate Slot Opener
biaoti4011,熟练打造,Master Caster
biaoti4012,高阶装备,Elite Equipment Forger
biaoti4013,纹章融合I,Insignia Crafter I
biaoti4014,打造大师,Advanced Forger
biaoti4015,纹章融合II,Insignia Crafter II
biaoti4016,高级纹章,Master Insignia Attach
biaoti4017,打造大师,Master Forger
biaoti8001,登录奖励,Login Reward
biaoti8002,普通副本,Normal Stages
biaoti8003,宠物养成,Sharpen Your Abilities
biaoti8004,完成抽蛋,Summon
biaoti8005,打造装备,Forge your Equipments
biaoti8006,训练宠物,Train Your Monsters
biaoti8007,完成许愿,Make Many Wishes
biaoti8008,挑战难度,A Real Challenge
biaoti8009,王者争霸,Challenge the Masters
biaoti8010,点石成金,Money Exchange
biaoti8011,活力充沛,Always Energetic
biaoti8012,外出修炼,Adventurer
biaoti8013,友好赠与,Friendly Giver
biaoti8014,公会许愿,Guild Wish
biaoti8015,完美一天,A Perfect Day
mubiao1001,通关普通副本1-1,Complete Stage 1-1 (Normal)
mubiao1002,通关普通副本1-2,Complete Stage 1-2 (Normal)
mubiao1003,通关普通副本1-3,Complete Stage 1-3 (Normal)
mubiao1004,通关普通副本1-4,Complete Stage 1-4 (Normal)
mubiao1005,通关普通副本1-5,Complete Stage 1-5 (Normal)
mubiao1006,通关普通副本1-6,Complete Stage 1-6 (Normal)
mubiao1007,通关普通副本1-7,Complete Stage 1-7 (Normal)
mubiao1008,通关普通副本1-8,Complete Stage 1-8 (Normal)
mubiao1009,通关普通副本2-1,Complete Stage 2-1 (Normal)
mubiao1010,通关普通副本2-2,Complete Stage 2-2 (Normal)
mubiao1011,通关普通副本2-3,Complete Stage 2-3 (Normal)
mubiao1012,通关普通副本2-4,Complete Stage 2-4 (Normal)
mubiao1013,通关普通副本2-5,Complete Stage 2-5 (Normal)
mubiao1014,通关普通副本2-6,Complete Stage 2-6 (Normal)
mubiao1015,通关普通副本2-7,Complete Stage 2-7 (Normal)
mubiao1016,通关普通副本2-8,Complete Stage 2-8 (Normal)
mubiao1017,通关普通副本3-1,Complete Stage 3-1 (Normal)
mubiao1018,通关普通副本3-2,Complete Stage 3-2 (Normal)
mubiao1019,通关普通副本3-3,Complete Stage 3-3 (Normal)
mubiao1020,通关普通副本3-4,Complete Stage 3-4 (Normal)
mubiao1021,通关普通副本3-5,Complete Stage 3-5 (Normal)
mubiao1022,通关普通副本3-6,Complete Stage 3-6 (Normal)
mubiao1023,通关普通副本3-7,Complete Stage 3-7 (Normal)
mubiao1024,通关普通副本3-8,Complete Stage 3-8 (Normal)
mubiao1025,通关普通副本4-1,Complete Stage 4-1 (Normal)
mubiao1026,通关普通副本4-2,Complete Stage 4-2 (Normal)
mubiao1027,通关普通副本4-3,Complete Stage 4-3 (Normal)
mubiao1028,通关普通副本4-4,Complete Stage 4-4 (Normal)
mubiao1029,通关普通副本4-5,Complete Stage 4-5 (Normal)
mubiao1030,通关普通副本4-6,Complete Stage 4-6 (Normal)
mubiao1031,通关普通副本4-7,Complete Stage 4-7 (Normal)
mubiao1032,通关普通副本4-8,Complete Stage 4-8 (Normal)
mubiao1033,玩家等级达到25级,Achieving player's LVL 25
mubiao1034,通关普通副本5-1,Complete Stage 5-1 (Normal)
mubiao1035,通关普通副本5-2,Complete Stage 5-2 (Normal)
mubiao1036,通关普通副本5-3,Complete Stage 5-3 (Normal)
mubiao1037,通关普通副本5-4,Complete Stage 5-4 (Normal)
mubiao1038,通关普通副本5-5,Complete Stage 5-5 (Normal)
mubiao1039,通关普通副本5-6,Complete Stage 5-6 (Normal)
mubiao1040,通关普通副本5-7,Complete Stage 5-7 (Normal)
mubiao1041,通关普通副本5-8,Complete Stage 5-8 (Normal)
mubiao1042,玩家等级达到32级,Achieving player's LVL 32
mubiao1043,通关普通副本6-1,Complete Stage 6-1 (Normal)
mubiao1044,通关普通副本6-2,Complete Stage 6-2 (Normal)
mubiao1045,通关普通副本6-3,Complete Stage 6-3 (Normal)
mubiao1046,通关普通副本6-4,Complete Stage 6-4 (Normal)
mubiao1047,通关普通副本6-5,Complete Stage 6-5 (Normal)
mubiao1048,通关普通副本6-6,Complete Stage 6-6 (Normal)
mubiao1049,通关普通副本6-7,Complete Stage 6-7 (Normal)
mubiao1050,通关普通副本6-8,Complete Stage 6-8 (Normal)
mubiao1051,玩家等级达到40级,Achieving player's LVL 40
mubiao1052,通关普通副本7-1,Complete Stage 7-1 (Normal)
mubiao1053,通关普通副本7-2,Complete Stage 7-2 (Normal)
mubiao1054,通关普通副本7-3,Complete Stage 7-3 (Normal)
mubiao1055,通关普通副本7-4,Complete Stage 7-4 (Normal)
mubiao1056,玩家等级达到45级,Achieving player's LVL 45
mubiao1057,通关普通副本7-5,Complete Stage 7-5 (Normal)
mubiao1058,通关普通副本7-6,Complete Stage 7-6 (Normal)
mubiao1059,通关普通副本7-7,Complete Stage 7-7 (Normal)
mubiao1060,通关普通副本7-8,Complete Stage 7-8 (Normal)
mubiao1061,玩家等级达到50级,Achieving player's LVL 50
mubiao1062,通关普通副本8-1,Complete Stage 8-1 (Normal)
mubiao1063,通关普通副本8-2,Complete Stage 8-2 (Normal)
mubiao1064,通关普通副本8-3,Complete Stage 8-3 (Normal)
mubiao1065,通关普通副本8-4,Complete Stage 8-4 (Normal)
mubiao1066,玩家等级达到55级,Achieving player's LVL 55
mubiao1067,通关普通副本8-5,Complete Stage 8-5 (Normal)
mubiao1068,通关普通副本8-6,Complete Stage 8-6 (Normal)
mubiao1069,通关普通副本8-7,Complete Stage 8-7 (Normal)
mubiao1070,通关普通副本8-8,Complete Stage 8-8 (Normal)
mubiao1071,玩家等级达到60级,Achieving player's LVL 60
mubiao2001,合成宠物花魄,Craft Monster Flower Pixie
mubiao2002,合成宠物曼陀罗,Craft Monster Mandrake
mubiao2003,使用一次信仰之力,Use Mytho Essence once
mubiao2004,升级宠物技能2次,Upgrade your monsters' abilities twice
mubiao2005,宠物穿戴1件装备,Equip an equipment once
mubiao2006,合成宠物狼人,Craft Monster Werewolf
mubiao2007,升级宠物至5级,Upgrade a monster to LVL 5
mubiao2008,同一只宠物穿戴2件装备,Equip 2 pieces of equipment on a monster
mubiao5009,领取第一章普通难度全部星级奖励,Received rewards for All 3 Stars in Chapter 1 of Story Mode
mubiao2010,打造装备1次,Forge your Equipment once
mubiao2011,完成1次日常任务,Complete a daily quest
mubiao2012,扫荡普通副本2-1,Raid Stage 2-1 (Normal)
mubiao2013,完成3次日常任务,Complete 3 daily quests
mubiao2014,升级宠物至10级,Upgrade a monster to LVL 10
mubiao2015,完成1次愿望树,Complete a Wishing Tree stage
mubiao2016,完成竞技场3次,Complete 3 Arena games
mubiao2017,宠物升阶至绿色品质,Upgrade a monster to Green Quality
mubiao2018,升级宠物至14级,Upgrade a monster to LVL 14
mubiao2019,2只宠物升阶至绿色品质,Upgrade 2 monster to Green Quality
mubiao2020,升级宠物至17级,Upgrade a monster to LVL 17
mubiao2021,升级宠物至20级,Upgrade a monster to LVL 20
mubiao2022,宠物升阶至蓝色品质,Upgrade a monster to Blue Quality
mubiao2023,升级宠物至30级,Upgrade a monster to LVL 30
mubiao2024,2只宠物升阶至蓝色品质,Upgrade 2 monster to Blue Quality
mubiao2025,1只宠物升阶至紫色品质,Upgrade a monster to Purple Quality
mubiao2026,升级宠物至45级,Upgrade a monster to LVL 45
mubiao2027,1只宠物升阶至橙色品质,Upgrade a monster to Orange Quality
mubiao3001,通关挑战副本1-1,Complete Stage 1-1 (Heroic)
