#TEXT,TEXT,TEXT
id,chinese,english
buffMagicSelfName,智力爆发,High Intellect
buffAttackName,激励术,Inspire
buffAttackSelfName,力量爆发,Overwhelm Strength
buffDefenseName,加护术,Ward
buffDefenseSelfName,防御姿态,Defensive Stance
buffHotName,恢复术,Recover
debuffDefenseName,破甲术,Sunder
debuffAttackName,虚弱术,Disable
debuffMagicName,失心术,Stupefy
debuffSpeedName,缓速术,Inhibit
physicdebuffFireDotSlightName,点燃（弱）,Ignite (Weak)
physicdebuffFireDotMediumName,点燃（中）,Ignite (Normal)
physicdebuffFireDotStrongName,点燃（强）,Ignite (Strong)
physicdebuffWaterDotSlightName,溺水（弱）,Gush (Weak)
physicdebuffWaterDotMediumName,溺水（中）,Gush (Normal)
physicdebuffWaterDotStrongName,溺水（强）,Gush (Strong)
physicdebuffPlantDotSlightName,施毒（弱）,Poison (Weak)
physicdebuffPlantDotMediumName,施毒（中）,Poison (Normal)
physicdebuffPlantDotStrongName,施毒（强）,Poison (Strong)
physicdebuffMetalDotSlightName,耀斑（弱）,Flare (Weak)
physicdebuffMetalDotMediumName,耀斑（中）,Flare (Normal)
physicdebuffMetalDotStrongName,耀斑（强）,Flare (Strong)
physicdebuffEarthDotSlightName,痛楚（弱）,Anguish (Weak)
physicdebuffEarthDotMediumName,痛楚（中）,Anguish (Normal)
physicdebuffEarthDotStrongName,痛楚（强）,Anguish (Strong)
magicdebuffFireDotSlightName,点燃（弱）,Ignite (Weak)
magicdebuffFireDotMediumName,点燃（中）,Ignite (Normal)
magicdebuffFireDotStrongName,点燃（强）,Ignite (Strong)
magicdebuffWaterDotSlightName,溺水（弱）,Gush (Weak)
magicdebuffWaterDotMediumName,溺水（中）,Gush (Normal)
magicdebuffWaterDotStrongName,溺水（强）,Gush (Strong)
magicdebuffPlantDotSlightName,施毒（弱）,Poison (Weak)
magicdebuffPlantDotMediumName,施毒（中）,Poison (Normal)
magicdebuffPlantDotStrongName,施毒（强）,Poison (Strong)
magicdebuffMetalDotSlightName,耀斑（弱）,Flare (Weak)
magicdebuffMetalDotMediumName,耀斑（中）,Flare (Normal)
magicdebuffMetalDotStrongName,耀斑（强）,Flare (Strong)
magicdebuffEarthDotSlightName,痛楚（弱）,Anguish (Weak)
magicdebuffEarthDotMediumName,痛楚（中）,Anguish (Normal)
magicdebuffEarthDotStrongName,痛楚（强）,Anguish (Strong)
ultXiaochou3Name,惊喜箱子,Jack-In-The-Box
ultXiaochou4Name,有勇无谋,Foolhardy
ultKairuisi4Name,火焰风暴,Flamestorm
ultHetong2Name,飞叶快刀,Razorleaves
ultWagui3Name,水龙弹,Floodstorm
ultHuapo2Name,花刺扫射,Thorn Burst
ultCike4Name,决斗申请,Duel Summons
ultPanshen2Name,狂冲乱撞,Rampage
ultWushi4Name,助兴,Exhilaration
ultWushi3Name,喷射水球,Orb Barrage
ultXiyiren4Name,火焰连弹,Combustive Shots
ultXiyiren2Name,咆哮,Roar
ultMantuoluo2Name,妙手回春,Return To Youth
ultHetong3Name,水浪,Tidal Wave
ultLonggongtongzi3Name,治疗薄雾,Healing Mist
ultLangren5Name,疯狂撕咬,Lycan Bite
ultLangren3Name,决斗申请,Duel Demand
ultKairuisi5Name,暗影爆炸,Shadow Bomb
ultNvyao5Name,黑暗裁决,Dark Judgement
ultHapi1Name,生命之光,Restoration
ultPiying5Name,皮影戏,Shadow Play
ultShuigui3Name,瀑布急流,Torrent
psvXiaochou3Name,戏耍,Joker's Wit
psvXiaochou4Name,戏耍,Joker's Wit
psvKairuisi4Name,灵魂烈焰,Soulfire
psvHetong2Name,不屈意志,Resolute Will
psvWagui3Name,粘性皮肤,Viscous Skin
psvHuapo2Name,自然生长,Natural Growth
psvCike4Name,轻视,Scorn
psvPanshen2Name,冲锋,Rush
psvWushi4Name,乘风,Opportune Moment
psvWushi3Name,鼓舞,Inspire
psvXiyiren4Name,远古之力,Ancient Force
psvXiyiren2Name,嘿！孙子,Vexing Call
psvMantuoluo2Name,含羞,Bashful
psvHetong3Name,强固阵型,Rugged Formation
psvLonggongtongzi3Name,龙族之怒,Dragon Wrath
psvLangren5Name,饮血,Blood Guzzle
psvLangren3Name,轻视,Scorn
psvKairuisi5Name,献祭,Dying Sacrifice
psvNvyao5Name,诅咒,Curse
psvHapi1Name,崇高牺牲,Noble Sacrifice
psvPiying5Name,阴暗,Dark Devices
psvShuigui3Name,冰冷触摸,Frost Touch
bossdajie11Xiaochou41Name,火焰重击,Flame Strike
bossdajie11Xiaochou42Name,火焰旋风,Fire Cyclone
bossdajie11Xiaochou43Name,连发火球,Fireball Volley
bossdajie12Mantuoluo21Name,花刺,Thorns
bossdajie12Mantuoluo22Name,飞叶斩,Leaf Darts
bossdajie12Mantuoluo23Name,光合作用,Photosynthesis
bossdajie12Mantuoluo24Name,吸取养分,Absorption
bossdajie15Langren31Name,利爪,Claw
bossdajie15Langren32Name,壁垒,Barrier
bossdajie15Langren34Name,疯狂抓挠,Rampant Swipe
bossdajie14Piying51Name,暗影术,Shadow Tactics
bossdajie14Piying52Name,全面压制,Crushing All
bossdajie14Piying53Name,力量压制,Crushing Force
bossdajie14Piying54Name,黑暗风暴,Shadowstorm
bossdajie14Piying55Name,智力压制,Crushing Intellect
bossdajie17Huapo21Name,花刺,Thorns
bossdajie17Huapo22Name,花舞,Flower dance
bossdajie17Huapo23Name,花刺扫射,Spike Spray
bossdajie16Xiaochou31Name,水球,Liquid Sphere
bossdajie16Xiaochou33Name,水浪,Tidal Wave
bossdajie16Xiaochou34Name,水龙卷,Waterspout
bossdajie16Zouyincao21Name,花刺,Thorns
bossdajie16Zouyincao22Name,噪音,Noise
bossdajie16Zouyincao23Name,生根,Take Root
bossxiaoxiang21Wushi41Name,吐焰,Fire Breath
bossxiaoxiang21Wushi42Name,狮舞,Lion Ritual
bossxiaoxiang21Wushi43Name,慌张,Fluster
bossxiaoxiang21Wushi44Name,火焰喷射,Flame Spray
bossxiaoxiang22Xiyiren21Name,斩击,Lizard Slash
bossxiaoxiang22Xiyiren22Name,毒液,Venomous Liquid
bossxiaoxiang22Xiyiren23Name,硬化皮肤,Scaleskin
bossxiaoxiang22Xiyiren24Name,震地,Shockwave
bossxiaoxiang23Panshen21Name,冲锋,Charge
bossxiaoxiang23Panshen22Name,冲撞,Tackle
bossxiaoxiang23Panshen23Name,冲刺,Sprint
bossxiaoxiang23Panshen24Name,连续冲撞,Rentless Assault
bossxiaoxiang24Shuigui31Name,水灵突击,Surge
bossxiaoxiang24Shuigui32Name,深深智慧,Deep Intellect
bossxiaoxiang24Shuigui33Name,恐惧,Dread
bossxiaoxiang25Kairuisi51Name,暗影镰刀,Shadow Sickle
bossxiaoxiang25Kairuisi52Name,暗影球,Shadow Orb
bossxiaoxiang25Kairuisi53Name,倾国倾城,Deathly Beauty
bossxiaoxiang25Kairuisi54Name,灵魂吸收,Soul Assimilation
bossxiaoxiang26Longgongtongzi31Name,水球,Liquid Sphere
bossxiaoxiang26Longgongtongzi32Name,水龙卷,Waterspout
bossxiaoxiang26Longgongtongzi33Name,起死回生,Revive
bossxiaoxiang26Longgongtongzi34Name,治疗之泉,Healing Well
bossxiaoxiang27Hetong21Name,花刺扫射,Spike Spray
bossxiaoxiang27Hetong22Name,毒液,Venomous Liquid
bossxiaoxiang27Hetong23Name,愤怒,Rage
bossxiaoxiang27Hetong24Name,飞叶快刀,Razorleaves
attackMetalCutSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalCutMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalCutStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackPlantCutSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantCutMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantCutStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackWaterCutSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterCutMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterCutStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackFireCutSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireCutMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireCutStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackEarthCutSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthCutMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthCutStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackMetalStabSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalStabMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalStabStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackPlantStabSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantStabMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantStabStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackWaterStabSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterStabMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterStabStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackFireStabSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireStabMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireStabStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackEarthStabSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthStabMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthStabStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackMetalSmashSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalSmashMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackMetalSmashStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackPlantSmashSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantSmashMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackPlantSmashStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackWaterSmashSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterSmashMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackWaterSmashStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackFireSmashSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireSmashMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackFireSmashStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackEarthSmashSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthSmashMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackEarthSmashStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
attackMetalSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target
attackPlantSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target
attackWaterSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target
attackFireSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target
attackEarthSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target
magicMetalBallSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicMetalBallMediumTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicMetalBallStrongTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicMetalColumnSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicMetalColumnMediumTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicMetalColumnStrongTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicPlantBallSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicPlantBallMediumTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicPlantBallStrongTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicPlantColumnSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicPlantColumnMediumTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicPlantColumnStrongTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicWaterBallSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicWaterBallMediumTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicWaterBallStrongTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicWaterColumnSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicWaterColumnMediumTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicWaterColumnStrongTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicFireBallSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicFireBallMediumTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicFireBallStrongTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicFireColumnSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicFireColumnMediumTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicFireColumnStrongTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicEarthBallSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicEarthBallMediumTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicEarthBallStrongTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicEarthColumnSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicEarthColumnMediumTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicEarthColumnStrongTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicMetalSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target
magicPlantSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target
magicWaterSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target
magicFireSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target
magicEarthSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target
magicCureSlightTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target
magicCureMediumTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target
magicCureStrongTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target
buffSpeedTips,使单体目标速度提升40%，持续3回合,Increases speed of a single target by 40% for 3 turns
buffSpeedSelfTips,使自身速度提升40%，持续3回合,Increases your speed by 40% for 3 turns
buffMagicTips,使单体目标智力提升80%，持续3回合,Increases intelligence of a single target by 80% for 3 turns
buffMagicSelfTips,使自身智力提升80%，持续3回合,Increases your intelligence by 80% for 3 turns
buffAttackTips,使单体目标力量提升80%，持续3回合,Increases strength of a single target by 80% for 3 turns
buffAttackSelfTips,使自身力量提升80%，持续3回合,Increases your strength by 80% for 3 turns
buffDefenseTips,使单体目标防御力提升80%，持续3回合,Increases defense of a single target by 80% for 3 turns
buffDefenseSelfTips,使自身防御力提升80%，持续3回合,Increases your defense by 80% for 3 turns
buffHotTips,使单体目标每回合回复25%法攻的生命值，持续3回合,Recovers (25% of magic ATK) HP for a single target each turn for 3 turns
debuffDefenseTips,使单体目标防御力降低80%，持续3回合,Reduces defense of a single target by 80% for 3 turns
debuffAttackTips,使单体目标力量降低80%，持续3回合,Reduces strength of a single target by 80% for 3 turns
debuffMagicTips,使单体目标智力降低80%，持续3回合,Reduces intelligence of a single target by 80% for 3 turns
debuffSpeedTips,使单体目标速度降低40%，持续3回合,Reduces speed of a single target by 40% for 3 turns
physicdebuffFireDotSlightTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns
physicdebuffFireDotMediumTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns
physicdebuffFireDotStrongTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns
physicdebuffWaterDotSlightTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns
physicdebuffWaterDotMediumTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns
physicdebuffWaterDotStrongTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns
physicdebuffPlantDotSlightTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns
physicdebuffPlantDotMediumTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns
physicdebuffPlantDotStrongTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns
physicdebuffMetalDotSlightTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns
physicdebuffMetalDotMediumTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns
physicdebuffMetalDotStrongTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns
physicdebuffEarthDotSlightTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns
physicdebuffEarthDotMediumTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns
physicdebuffEarthDotStrongTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns
magicdebuffFireDotSlightTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns
magicdebuffFireDotMediumTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns
magicdebuffFireDotStrongTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns
magicdebuffWaterDotSlightTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns
magicdebuffWaterDotMediumTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns
magicdebuffWaterDotStrongTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns
magicdebuffPlantDotSlightTips,"给单体目标每回合造成{0}%法攻的木属性伤害,持续3回合",Deals ({0}% of magic ATK) grass type damage to a single target each turn for 3 turns
magicdebuffPlantDotMediumTips,"给单体目标每回合造成{0}%法攻的木属性伤害,持续3回合",Deals ({0}% of magic ATK) grass type damage to a single target each turn for 3 turns
